material_id;diameter;body_length;wall_thickness;laminate;shoulder;closure;closure_material;packaging_code;lacquer;printing_document;customer_id
212905;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0682;LA0180;PD044030;100442
224745;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0682;LA0180;PD045642;100442
224817;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD053131;100329
225294;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD043313;100346
227973;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047936;100329
232956;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD048485;100346
233775;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD046695;100329
233776;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056536;100329
234028;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD043666;100329
234041;40.0;131;0.5;;P-2100Z01100;VS2138030002;608452;VPU048;LA0173;PD058610;100624
234093;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD057154;100329
234094;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD053658;100329
234095;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0170;PD043665;100329
234096;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD053690;100329
234097;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD052291;100329
234098;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD054999;100329
234308;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD047310;100346
234508;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049083;100329
234578;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD043765;100329
234580;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD043764;100329
234581;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0170;PD049449;100329
234582;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD047071;100329
234704;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056905;100329
234705;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD050916;100329
234706;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047046;100329
234742;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048649;100329
234789;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056957;100329
234830;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD060309;100329
235090;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD037074;100329
235285;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD048660;100329
235286;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD059290;100329
235409;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056101;100329
235546;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD059826;100329
235745;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048492;100329
235996;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD052996;100329
236211;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD055939;100329
236237;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD044959;100329
236239;50.0;137;0.5;;P-2100Z01100;VS2148030001;602262;VPU053;LA0172;PD070105;100332
236392;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD060562;100329
236393;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD060587;100329
236426;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD046750;100329
236435;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD055432;100329
236518;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD048773;100329
236601;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD046835;100329
236602;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048870;100329
236631;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047319;100329
236666;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056061;100329
236828;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049448;100329
236829;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD048493;100329
236832;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD048389;100329
236885;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047367;100329
236915;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD055152;100329
237113;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048650;100329
237168;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0170;PD043648;100329
237225;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD047253;100329
237262;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047775;100329
237263;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD053379;100329
237297;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD053689;100329
237311;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD045045;100329
237362;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD053688;100329
237425;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD046820;100329
237426;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD049399;100329
237427;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056716;100329
237446;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;;100329
237447;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;;100329
237529;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049646;100329
237576;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD056102;100329
237611;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047258;100329
237762;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045178;100329
237781;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058864;100329
238042;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD038224;100329
238117;19.0;65;0.4;;N-1110002025;H-1119050M02;612728;VPU034;LA0173;PD049785;100646
238470;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD054658;100329
238524;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045043;100329
238664;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD046634;100346
238802;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD057257;100329
238904;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD046076;100329
239082;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD055417;100329
239280;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD059191;100329
239383;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058989;100329
239789;40.0;105;0.5;;P-2100Z01100;VS2138030M01;612704;VPU118;LA0143;PD049788;100646
239882;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD055360;100329
240139;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD057640;100329
240367;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049350;100329
240465;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD048312;100329
240792;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0702;LA0180;PD049397;100329
240818;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD048806;100346
241154;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD060492;100329
241373;10.0;52;0.3;PF0113;K-060A000011;HC0609011R03;228343;VP0710;LA0180;PD048719;106952
241392;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD036574;100346
241404;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD039758;100329
241453;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD041790;100329
241454;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0702;LA0180;PD052878;100329
241456;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0170;PD043886;100329
241513;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD060425;100329
242010;50.0;130;0.5;;P-2100Z01100;VS2148030M04;607629;VPU052;LA0143;PD049821;100646
242055;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD053990;100329
242275;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD053991;100329
242287;50.0;185;0.5;;P-2100Z01100;VS2148030M04;607629;VPU054;LA0143;PD049827;100646
242370;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD049539;100329
242407;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD046748;100329
242608;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0170;PD040072;100329
242697;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD044243;100346
242849;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0702;LA0180;PD049167;100329
242899;19.0;65;0.4;;N-1110002035;H-1119050002;611470;VPU034;LA0173;PD053869;100646
242998;19.0;65;0.4;;N-1110002035;H-1119050002;611471;VPU034;LA0173;PD049838;100646
243055;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD041500;100346
243115;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0702;LA0180;PD056197;100329
243232;50.0;160;0.5;;P-2100Z01100;VS2148050001;620773;VPU054;LA0173;PD049846;100646
243233;35.0;90;0.5;;P-2100Z01100;VS2135050001;614928;VPU044;LA0173;PD049847;100646
243239;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD047787;100346
243497;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD046769;100346
243728;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD051336;100329
243758;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058097;100329
244380;50.0;123;0.5;;P-2100Z01100;VS2149050G01;608240;VPU052;LA0172;PD055971;100636
244458;13.5;68;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0702;LA0180;PD051532;100329
244466;50.0;160;0.5;;P-2100Z01100;VS2148030001;620528;VPU054;LA0173;PD049872;100646
244550;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD054755;100329
244599;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047569;100329
244727;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD040910;100329
244867;50.0;160;0.5;;P-2100Z01100;VS2148050007;611279;VPU054;LA0143;PD052794;100646
244962;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD057617;100329
244966;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD041016;100346
245541;40.0;126;0.5;;P-2100Z01100;VS2138030001;614572;VPU048;LA0173;PD049892;100646
245596;50.0;208;0.5;;N-2200007050;HS2248050004;617276;VPU054;LA0173;PD049893;100646
245648;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047366;100329
245734;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD045984;100346
245905;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD053426;100329
245906;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047567;100329
246138;50.0;160;0.5;;P-2100Z01100;VS2148030001;620512;VPU054;LA0173;PD049896;100646
246649;50.0;208;0.5;;P-2100Z01100;VS2148050001;620529;VPU054;LA0173;PD070089;100646
246947;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD041621;100329
247010;50.0;185;0.5;;P-2100Z01100;VS2148050M04;615865;VPU054;LA0143;PD049908;100646
247522;50.0;155;0.5;;P-XXXXXXXXXX;VS2148050007;611034;VPU052;LA0142;PD049917;100626
247678;50.0;155;0.5;;P-XXXXXXXXXX;VS2148050007;611034;VPU053;LA0142;PD049925;100626
247768;25.0;72;0.4;;N-1110002025;HI1125040R01;609045;VPU037;LA0173;PD070146;100966
247771;25.0;72;0.4;;N-1110002025;HI1125040R01;609045;VPU037;LA0173;PD070144;100966
248248;40.0;105;0.5;;N-15D0001025;H-1540090001;615456;VPU118;LA0172;PD049930;100996
248343;40.0;105;0.5;;P-2100Z01100;VS2138030001;613971;VPU118;LA0172;PD049932;100646
249053;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD058991;100329
249216;50.0;151;0.5;;P-2100Z01100;;;VPU076;LA0142;PD049942;100628
249450;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD048750;101028
249451;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD048749;101028
249452;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD042580;101028
249456;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD042584;101028
249513;40.0;105;0.5;;P-2100Z01100;VS2138030M01;612704;VPU118;LA0173;PD049951;100646
249750;50.0;155;0.5;;P-2100Z01100;VS2148030007;613975;VPU052;LA0142;PD049952;100646
249905;50.0;140;0.5;;P-2100Z01100;VS2148050004;610570;VPU053;LA0172;PD049956;100723
249972;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;614030;VT16303;LA0180;PD045196;100547
250188;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058268;100329
250493;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD051173;100329
250535;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD055580;100329
250536;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD052361;100329
250734;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD056293;100329
250781;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD043138;101028
251061;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048945;100329
251407;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD043321;100346
251556;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD043356;100346
251807;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD057875;100329
252143;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD043578;100329
252247;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD043606;100329
252902;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD053578;100329
253390;50.0;160;0.5;;P-1500Z00090;;;VP0301;LA0173;;200000
254048;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058972;100329
254049;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD044365;100329
254050;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD044366;100329
254076;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD044372;100329
254534;13.5;74;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0509;LA0180;PD044625;100494
254807;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD048206;100329
254906;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD051430;100329
254918;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD059190;100329
255212;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD044956;101028
255275;35.0;90;0.5;;P-2100Z01100;VS2135030001;614131;VPU044;LA0173;PD050069;100646
255299;50.0;120;0.5;;P-1500Z00090;;;VP0300;LA0173;;200000
255339;50.0;160;0.5;;P-2100Z01100;VS2148030001;620530;VPU054;LA0173;PD050070;100646
255490;40.0;105;0.5;;P-2100Z01100;VS2138030M01;612704;VPU118;LA0143;PD050073;100646
255814;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD045176;100329
255906;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0385;LA0180;PD045797;100346
256199;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058905;100329
257101;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045502;100329
257102;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045505;100329
257340;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045611;100329
257342;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD045612;100329
257462;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD058904;100329
257463;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049006;100329
257574;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD046694;100329
257706;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD045835;101028
257817;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD056537;100329
258300;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD059129;100329
258364;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD051446;100329
258786;40.0;130;0.5;PF0114;P-2100Z00100;VS2138030004;605433;VK40201;LA0172;PD046348;100441
258898;40.0;185;0.5;PF0114;P-2100Z00100;VS2138030004;605433;VK40401;LA0172;PD046403;100441
258920;40.0;130;0.5;PF0114;P-2100Z00100;VS2138030004;605433;VK40201;LA0172;PD046410;100441
259040;35.0;90;0.5;;P-2100Z01100;VS2135030001;614940;VPU044;LA0143;PD050174;100646
259089;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047861;100329
259090;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD047651;100329
259413;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD046663;101028
259597;19.0;90;0.5;PF0114;K-0900001011;HC0918015001;615838;VP0353;LA0172;PD046840;100441
259676;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD046747;100329
259966;50.0;125;0.5;;P-2100Z01100;;;VPU053;LA0143;PD070151;100626
260103;13.5;50;0.3;PF0405;K-060A000011;HC0614011R01;226526;VP0717;LA0180;PD046903;100329
260154;19.0;65;0.4;;N-1110002035;H-1119050002;611468;VPU034;LA0143;PD050216;100646
260662;35.0;100;0.5;PF0116;P-2100Z00100;VS2135030001;615161;VK35101;LA0172;PD047048;101028
260663;35.0;100;0.5;PF0116;P-2100Z00100;VS2135030001;615161;VK35101;LA0172;PD047049;101028
260766;40.0;165;0.5;PF0404;N-1510000030;HI1539090001;202842;VK40302;LA0172;PD049204;100355
261226;13.5;74;0.3;PF0405;K-060GZ00009;HC0614009G02;606376;VP0509;LA0180;PD053721;100494
261420;40.0;107;0.5;;P-2100Z01100;VS2138015001;610037;VPU119;LA0172;PD050296;100332
261437;40.0;107;0.5;;P-2100Z01100;VS2138015001;610037;VPU119;LA0172;PD050297;100332
261524;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD052085;100329
261702;30.0;140;0.5;;N-15D0001030;HI1529060M01;612070;VPU042;LA0143;PD050322;100689
261703;40.0;180;0.5;;N-15D0001030;HI1538070M01;614832;VPU050;LA0143;PD050323;100689
261704;40.0;105;0.5;;N-15D0001030;HI1538070M01;614832;VPU118;LA0143;PD050324;100689
261705;40.0;131;0.5;;N-15D0001030;HI1538070M01;614832;VPU048;LA0143;PD050325;100689
261727;25.0;98;0.4;;N-1110002015;H-1125050002;607561;VPU037;LA0142;PD050327;100740
261749;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0180;PD047502;100329
262060;13.5;68;0.3;PF0405;K-060A001009;HC0614009R01;226766;VP0702;LA0170;PD047633;100329
262323;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD049483;100329
262376;40.0;131;0.5;;N-15D0001030;HI1538070M01;614832;VPU048;LA0173;PD050355;100689
262398;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;614030;VT16303;LA0180;PD047716;100547
262457;16.0;80;0.3;PF0405;K-060GZ00009;HC0614009G02;614030;VT16303;LA0180;PD047738;100547
262480;19.0;85;0.4;;K-0900001015;HC0918015002;611341;VPU129;LA0142;PD050452;100626
262499;19.0;85;0.4;;K-0900001015;HC0918015M02;614075;VPU129;LA0144;PD050361;100626
262511;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD047761;101028
262512;30.0;113;0.5;PF0109D;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD047762;101028
262513;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD047763;101028
262514;30.0;113;0.5;PF0116;N-1510000030;HD1523090001;615240;VK30201;LA0172;PD047764;101028
262515;19.0;85;0.4;;K-0900001015;HC0918015M02;614075;VPU129;LA0144;PD050362;100626
262625;19.0;84;0.5;PF0109D;K-1500Z01014;HL1519014001;614288;VP0353;LA0174;PD047773;100416
262626;13.5;70;0.3;PF0113;K-060A001009;HC0609009R04;610428;VT13202;LA0170;;101369
262688;40.0;105;0.5;;N-15D0001030;HI1538070M01;614832;VPU118;LA0143;PD050380;100689
262854;40.0;105;0.5;;N-15D0001030;HI1538070M01;614832;VPU118;LA0173;PD050388;100689
262855;30.0;140;0.5;;N-15D0001030;HI1529060M01;612070;VPU042;LA0173;PD050389;100689
262906;30.0;85;0.5;;N-1500005030;HS1529030001;607912;VPU041;LA0172;PD050403;100740
263144;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;;100329
263303;19.0;85;0.4;;K-0900001015;HC0918015M02;614075;VPU129;LA0144;PD050436;100626
263304;19.0;85;0.4;;K-0900001015;HC0918015M02;614075;VPU129;LA0144;PD050437;100626
263407;50.0;185;0.5;;P-2100Z01100;VS2148030M04;616544;VPU054;LA0172;PD050439;100646
263467;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD050443;101291
263468;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD055172;101291
263469;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD055173;101291
263470;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD050446;101291
263471;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD055174;101291
263472;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD055175;101291
263473;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0143;PD050449;101291
263474;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD050465;101291
263475;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0143;PD050466;101291
263476;25.0;100;0.4;;N-1110002025;H-1119057002;615842;VPU036;LA0173;PD050467;101291
263731;10.0;52;0.3;PF0113;K-060A000011;HC0609011R03;228343;VP0710;LA0180;PD058270;100346
263766;19.0;85;0.4;;K-0900001015;HC0918015002;611341;VPU129;LA0143;PD050511;100626
264012;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD059466;100329
264160;35.0;100;0.5;PF0116;P-2100Z00100;VS2135030001;615161;VK35101;LA0172;PD048379;101028
264214;35.0;120;0.5;;N-15D0001090;HE1533050001;613214;VPU047;LA0172;;100967
264216;19.0;85;0.4;;K-0900001015;HC0918015M02;616736;VPU129;LA0144;PD050578;100626
264217;19.0;85;0.4;;K-0900001015;HC0918015M02;616736;VPU129;LA0144;PD050579;100626
264334;19.0;85;0.4;;K-0900001015;HC0918015002;615651;VPU129;LA0142;PD050598;100626
264445;25.0;98;0.35;PF0413;N-0900000030;H-0916040003;605481;VP0746;LA0161;PD048486;100728
264722;13.5;63;0.3;PF0113;K-060A000015;HC0609015R05;255730;VS13601;LA0180;PD048594;100903
264750;13.5;70;0.3;PF0113;K-060A001009;HC0609009R04;610428;VT13203;LA0180;;101396
264755;40.0;145;0.5;;P-2100Z01100;VS2138050001;607992;VPU049;LA0172;PD050624;100791
265062;40.0;131;0.5;;N-15D0001030;HI1538070M01;614832;VPU048;LA0143;PD050646;100689
265093;16.0;78;0.3;PF0405;K-060A001009;HC0616009R01;225511;VP0727;LA0180;PD048732;100329
265341;13.5;63;0.3;PF0113;K-060A000015;HC0609015R05;255730;VS13601;LA0180;PD048884;100903
265342;13.5;63;0.3;PF0113;K-060A000015;HC0609015R05;255730;VS13601;LA0180;PD048885;100903
